place_id,text,captions,labels,easting,northing
mc00000,Mill Pond,"[""Mill Pond""]",1,143380.7,28998.6
mc00001,Mill Leat,"[""Mill Leat""]",3,144202.9,29007.2
mc00002,Mill Leat,"[""Mill Leat""]",1,144329.5,25039.9
mc00003,Mill Pond,"[""Mill Pond""]",1,144658.6,24682.0
mc00004,Mill Pond,"[""Mill Pond""]",1,146492.1,31430.3
mc00005,MILL POOL,"[""MILL POOL""]",1,146857.9,26333.1
mc00006,Mill Ponds,"[""Mill Ponds""]",1,154679.8,34633.5
mc00007,mill pond,"[""mill pond""]",1,155835.1,36887.4
mc00008,mill pond,"[""mill pond""]",1,157075.1,38028.9
mc00009,mill leat,"[""mill leat""]",1,157459.9,38710.6
mc00010,mill pond,"[""mill pond""]",1,157751.3,38790.6
mc00011,mill pond,"[""mill pond""]",1,158840.1,37768.0
mc00012,mill ponds,"[""mill ponds""]",1,161519.4,39499.8
mc00013,mill leat,"[""mill leat""]",1,163291.4,38425.4
mc00014,Mill Leat,"[""Mill Leat""]",1,164360.0,29899.0
mc00015,Mill Pond,"[""Mill Pond""]",2,164458.3,29671.5
mc00016,Mill Pond,"[""Mill Pond""]",1,164807.7,34390.7
mc00017,Mill Race,"[""Mill Race""]",1,165602.5,28192.2
mc00018,Mill Race,"[""Mill Race""]",1,165988.4,29648.0
mc00019,Mill Leat,"[""Mill Leat""]",1,167180.3,30639.9
mc00020,Mill Leat,"[""Mill Leat""]",1,167699.9,44985.9
mc00021,Mill Leat,"[""Mill Leat""]",2,168314.6,27012.2
mc00022,Mill Leat,"[""Mill Leat""]",1,168413.0,20578.0
mc00023,Mill Pond,"[""Mill Pond""]",1,168612.6,35335.0
mc00024,Mill Leat,"[""Mill Leat""]",1,169462.4,26308.6
mc00025,Mill Leat,"[""Mill Leat""]",1,170004.0,22875.3
mc00026,Mill Race,"[""Mill Race""]",1,170470.0,27180.3
mc00027,mill pond,"[""mill pond""]",1,170877.9,46278.2
mc00028,Mill Race,"[""Mill Race""]",1,171815.4,24532.3
mc00029,Mill Pond,"[""Mill Pond""]",1,172306.6,15679.5
mc00030,Old Mill Race,"[""Old Mill Race""]",1,172320.8,35967.7
mc00031,Mill Pond,"[""Mill Pond""]",1,172399.6,223577.9
mc00032,Mill Leat,"[""Mill Leat""]",1,172757.4,30576.7
mc00033,Mill Pond,"[""Mill Pond""]",1,172829.7,30399.0
mc00034,Mill Race,"[""Mill Race""]",1,174621.2,225196.6
mc00035,Mill Race,"[""Mill Race""]",1,175036.1,226165.6
mc00036,Mill Race,"[""Mill Race""]",1,175372.5,22712.4
mc00037,Mill Leat,"[""Mill Leat""]",1,175820.8,28400.2
mc00038,Old Mill Race,"[""Old Mill Race""]",1,175940.2,21505.4
mc00039,Mill Pond,"[""Mill Pond""]",2,176635.0,224597.7
mc00040,Mill Race,"[""Mill Race""]",1,176712.7,224590.5
mc00041,Mill Pond,"[""Mill Pond""]",1,176787.7,227281.3
mc00042,Mill Leat,"[""Mill Leat""]",2,177338.1,52620.4
mc00043,Mill Race,"[""Mill Race""]",1,177834.3,22029.2
mc00044,Mill Pond,"[""Mill Pond""]",1,177841.1,35018.4
mc00045,Mill Pond,"[""Mill Pond""]",1,177995.8,18361.8
mc00046,Mill Leat,"[""Mill Leat""]",1,178014.2,59951.0
mc00047,Mill Pond,"[""Mill Pond""]",1,178252.6,51230.9
mc00048,Mill Pond,"[""Mill Pond""]",1,178335.2,60011.4
mc00049,Mill Pond,"[""Mill Pond""]",1,180306.7,56278.2
mc00050,Mill Leat,"[""Mill Leat""]",1,180444.0,56290.8
mc00051,Mill Race,"[""Mill Race""]",2,180722.6,226454.5
mc00052,Mill Leat,"[""Mill Leat""]",1,180903.5,45707.7
mc00053,Mill Race,"[""Mill Race""]",1,180983.3,224691.1
mc00054,Mill Ponds,"[""Mill Ponds""]",1,181244.5,208732.6
mc00055,Mill Race,"[""Mill Race""]",1,181490.7,49474.2
mc00056,Old Leat,"[""Old Leat""]",1,181591.0,45202.9
mc00057,Mill Race,"[""Mill Race""]",1,181775.6,43139.8
mc00058,Mill Leat,"[""Mill Leat""]",1,181791.6,59532.3
mc00059,Old Mill Leat,"[""Old Mill Leat""]",3,181972.1,59379.1
mc00060,Mill Pond,"[""Mill Pond""]",1,182016.8,209141.7
mc00061,Mill Leat,"[""Mill Leat""]",1,182063.5,56424.1
mc00062,Mill Pond,"[""Mill Pond""]",1,182165.5,56303.3
mc00063,Mill Race,"[""Mill Race""]",1,182283.8,227225.6
mc00064,Mill Race,"[""Mill Race""]",2,182319.6,47468.7
mc00065,Mill Race,"[""Mill Race""]",1,182479.6,45972.0
mc00066,Mill Pond,"[""Mill Pond""]",1,182749.2,47977.0
mc00067,Mill Race,"[""Mill Race""]",1,182873.0,49859.0
mc00068,Mill Race,"[""Mill Race""]",1,183434.7,227407.2
mc00069,Mill Race,"[""Mill Race""]",1,184176.3,57488.3
mc00070,Mill Race,"[""Mill Race""]",1,185215.6,62112.2
mc00071,Mill Race,"[""Mill Race""]",1,185389.8,233405.4
mc00072,Old Mill Race,"[""Old Mill Race""]",1,185479.6,45699.2
mc00073,Mill Leat,"[""Mill Leat""]",1,185499.2,69689.7
mc00074,Old Mill Race,"[""Old Mill Race""]",1,185551.0,212582.5
mc00075,Mill Pond,"[""Mill Pond""]",2,185605.5,69491.6
mc00076,Mill Leat,"[""Mill Leat""]",1,185667.2,59126.7
mc00077,Old Mill Race,"[""Old Mill Race""]",1,186115.3,36671.3
mc00078,Mill Race,"[""Mill Race""]",1,186188.5,218676.5
mc00079,Mill Race,"[""Mill Race""]",1,186367.8,62104.7
mc00080,Mill Race,"[""Mill Race""]",1,186413.1,71640.6
mc00081,Old Mill Race,"[""Old Mill Race""]",1,186597.7,209163.2
mc00082,Mill Leat,"[""Mill Leat""]",1,186598.6,73544.4
mc00083,Old Mill Race,"[""Old Mill Race""]",1,186683.1,222553.7
mc00084,Mill Race,"[""Mill Race""]",1,186756.1,66417.9
mc00085,Mill Pond,"[""Mill Pond""]",1,187202.3,73331.6
mc00086,Old Mill Pond,"[""Old Mill Pond""]",1,187486.1,59246.6
mc00087,Mill Race,"[""Mill Race""]",1,187495.8,222315.5
mc00088,Mill Race,"[""Mill Race""]",1,187557.9,70370.8
mc00089,Mill Race,"[""Mill Race""]",1,187594.7,50480.0
mc00090,Mill Pond,"[""Mill Pond""]",1,187711.2,219470.0
mc00091,Mill Race,"[""Mill Race""]",1,188210.0,47333.4
mc00092,Mill Race,"[""Mill Race""]",2,188302.2,223803.1
mc00093,Mill Race,"[""Mill Race""]",1,188342.1,53521.7
mc00094,Mill Race,"[""Mill Race""]",3,188440.4,61728.0
mc00095,Mill Race,"[""Mill Race""]",1,188472.4,233424.0
mc00096,Old Mill Race,"[""Old Mill Race""]",1,188563.1,65076.7
mc00097,Mill Race,"[""Mill Race""]",2,189154.0,235058.9
mc00098,Mill Pond,"[""Mill Pond""]",1,189407.0,201719.5
mc00099,Mill Leat,"[""Mill Leat""]",1,189428.6,70386.8
mc00100,Mill Pond,"[""Mill Pond""]",1,189769.0,41851.8
mc00101,Mill Race,"[""Mill Race""]",5,189779.2,51723.9
mc00102,Mill Race,"[""Mill Race""]",1,190015.7,58431.7
mc00103,Mill Race,"[""Mill Race""]",1,190107.8,41967.9
mc00104,Mill Race,"[""Mill Race""]",1,190121.0,54930.4
mc00105,Mill Pond,"[""Mill Pond""]",1,190151.7,58376.0
mc00106,Mill Pond,"[""Mill Pond""]",1,190169.6,209318.2
mc00107,Mill Pond,"[""Mill Pond""]",1,190242.3,54538.4
mc00108,Mill Pond,"[""Mill Pond""]",1,190297.8,38879.2
mc00109,Mill Race,"[""Mill Race""]",1,190315.8,207397.7
mc00110,Mill Pond,"[""Mill Pond""]",1,190329.6,207463.9
mc00111,Mill Race,"[""Mill Race""]",1,190417.8,39050.2
mc00112,Mill Race,"[""Mill Race""]",1,191580.3,212322.4
mc00113,Old Mill Pond,"[""Old Mill Pond""]",1,192010.1,206303.9
mc00114,Mill Pond,"[""Mill Pond""]",1,192024.9,71335.1
mc00115,Mill Race,"[""Mill Race""]",1,192042.6,63794.3
mc00116,Mill Race,"[""Mill Race""]",1,192239.7,213294.0
mc00117,Mill Leat,"[""Mill Leat""]",4,192314.5,71500.4
mc00118,Mill Race,"[""Mill Race""]",1,192439.8,220000.3
mc00119,Mill Pond,"[""Mill Pond""]",1,192453.6,227574.6
mc00120,Mill Race,"[""Mill Race""]",1,192869.1,227536.7
mc00121,Mill Race,"[""Mill Race""]",1,192881.4,198519.2
mc00122,Mill Pond,"[""Mill Pond""]",1,192985.7,62166.1
mc00123,Mill Race,"[""Mill Race""]",1,193024.1,228589.2
mc00124,Mill Race,"[""Mill Race""]",1,193125.1,47652.4
mc00125,Mill Pond,"[""Mill Pond""]",1,193236.3,208699.5
mc00126,Mill Race,"[""Mill Race""]",1,193371.8,51072.0
mc00127,Mill Race,"[""Mill Race""]",1,193492.6,55220.6
mc00128,Mill Race,"[""Mill Race""]",1,193513.3,208709.8
mc00129,Mill Race,"[""Mill Race""]",1,193552.3,49385.1
mc00130,Mill Race,"[""Mill Race""]",2,193748.9,236792.1
mc00131,Mill Race,"[""Mill Race""]",1,194040.2,214127.5
mc00132,Old Mill Race,"[""Old Mill Race""]",1,194202.9,78345.5
mc00133,Mill Pond,"[""Mill Pond""]",1,194720.9,198938.4
mc00134,Mill Race,"[""Mill Race""]",1,194810.9,198604.8
mc00135,Mill Race,"[""Mill Race""]",1,194873.5,218168.7
mc00136,Mill Race,"[""Mill Race""]",1,194919.1,219902.7
mc00137,Old Mill Race,"[""Old Mill Race""]",1,194992.8,43632.7
mc00138,Mill Race,"[""Mill Race""]",1,195114.5,52737.3
mc00139,Mill Race,"[""Mill Race""]",1,195259.9,216544.4
mc00140,Mill Pond,"[""Mill Pond""]",1,195275.0,225306.1
mc00141,Mill Race,"[""Mill Race""]",1,195430.3,225262.0
mc00142,Mill Race,"[""Mill Race""]",1,195609.8,214770.1
mc00143,Mill Pond,"[""Mill Pond""]",3,195622.9,78650.3
mc00144,Mill Race,"[""Mill Race""]",1,195663.6,78794.8
mc00145,Mill Race,"[""Mill Race""]",1,196078.1,43456.0
mc00146,Mill Race,"[""Mill Race""]",1,196184.0,215973.4
mc00147,Mill Race,"[""Mill Race""]",1,196392.2,236966.3
mc00148,Mill Race,"[""Mill Race""]",1,196563.3,217016.0
mc00149,Mill Race,"[""Mill Race""]",1,196720.1,70609.4
mc00150,Mill Race,"[""Mill Race""]",1,196835.5,232545.8
mc00151,Mill Pond,"[""Mill Pond""]",2,196888.6,75017.0
mc00152,Mill Race,"[""Mill Race""]",1,196895.7,75014.1
mc00153,Mill Race,"[""Mill Race""]",2,197038.1,46422.9
mc00154,Mill Race,"[""Mill Race""]",1,197195.6,65865.6
mc00155,Mill Pond,"[""Mill Pond""]",1,197437.0,60078.6
mc00156,Mill Race,"[""Mill Race""]",1,197502.0,224081.0
mc00157,Mill Race,"[""Mill Race""]",1,197508.1,59943.4
mc00158,Mill Race,"[""Mill Race""]",1,198236.3,63212.0
mc00159,Mill Pond,"[""Mill Pond""]",1,198368.3,62993.1
mc00160,Old Mill Race,"[""Old Mill Race""]",1,198840.9,235314.2
mc00161,Mill Pond,"[""Mill Pond""]",2,198857.7,201564.0
mc00162,Mill Race,"[""Mill Race""]",1,198958.4,201049.0
mc00163,Mill Race,"[""Mill Race""]",1,199107.1,198878.8
mc00164,Mill Race,"[""Mill Race""]",1,199159.0,228432.3
mc00165,Old Mill Race,"[""Old Mill Race""]",1,199262.4,214627.6
mc00166,Old Mill Race,"[""Old Mill Race""]",1,199354.1,76815.6
mc00167,Old Mill Pond,"[""Old Mill Pond""]",1,199356.5,76580.2
mc00168,Mill Pond,"[""Mill Pond""]",2,199532.2,238266.2
mc00169,Mill Race,"[""Mill Race""]",1,199690.1,220654.0
mc00170,Mill Race,"[""Mill Race""]",1,199740.5,238201.2
mc00171,Mill Race,"[""Mill Race""]",1,199946.2,80190.1
mc00172,Mill Pool Wood,"[""Mill Pool Wood""]",1,199992.5,69675.0
mc00173,Mill Race,"[""Mill Race""]",1,200003.4,45726.7
mc00174,Mill Pond,"[""Mill Pond""]",1,200041.0,80041.7
mc00175,Mill Race,"[""Mill Race""]",1,200052.5,52917.3
mc00176,Mill Pond,"[""Mill Pond""]",1,200139.6,69655.8
mc00177,Mill Race,"[""Mill Race""]",1,200219.2,69704.4
mc00178,Mill Pond,"[""Mill Pond""]",1,200531.2,239201.3
mc00179,Mill Pond,"[""Mill Pond""]",1,200728.6,65608.3
mc00180,Mill Race,"[""Mill Race""]",2,200904.3,65759.0
mc00181,Mill Pond,"[""Mill Pond""]",1,200927.8,240453.1
mc00182,Mill Ponds,"[""Mill Ponds""]",1,200961.4,203353.0
mc00183,Mill Race,"[""Mill Race""]",1,200998.6,54439.8
mc00184,Mill Race,"[""Mill Race""]",1,201069.3,76385.5
mc00185,Mill Race,"[""Mill Race""]",1,201096.6,50541.1
mc00186,Mill Pond,"[""Mill Pond""]",1,201226.2,76488.1
mc00187,Mill Race,"[""Mill Race""]",1,201547.0,71896.8
mc00188,Mill Race,"[""Mill Race""]",1,202463.2,71206.8
mc00189,Old Mill Race,"[""Old Mill Race""]",1,202530.8,73238.6
mc00190,Mill Pond,"[""Mill Pond""]",2,202552.6,238164.2
mc00191,Mill Race,"[""Mill Race""]",1,202554.8,238581.7
mc00192,Mine Leat,"[""Mine Leat""]",1,203182.8,53277.1
mc00193,Mill Pond,"[""Mill Pond""]",1,203337.4,71627.5
mc00194,Mill Pond,"[""Mill Pond""]",1,203398.6,48269.1
mc00195,Mill Race,"[""Mill Race""]",1,203772.3,223852.3
mc00196,Mill Race,"[""Mill Race""]",1,203793.4,65184.1
mc00197,Mill Race,"[""Mill Race""]",1,203865.4,63084.7
mc00198,Mill Pond,"[""Mill Pond""]",1,203879.5,63133.1
mc00199,Mill Race,"[""Mill Race""]",1,203961.2,222429.1
mc00200,Mine Leat,"[""Mine Leat""]",1,203973.6,53930.6
mc00201,Old Mill Race,"[""Old Mill Race""]",1,204192.1,75105.8
mc00202,Mill Pond,"[""Mill Pond""]",1,204300.0,203856.2
mc00203,Mill Race,"[""Mill Race""]",2,204665.7,67774.3
mc00204,Mill Race,"[""Mill Race""]",1,205119.9,218980.9
mc00205,Mill Race,"[""Mill Race""]",2,205176.6,65987.1
mc00206,Mill Race,"[""Mill Race""]",1,205388.4,207354.3
mc00207,Mill Leat,"[""Mill Leat""]",1,205538.5,77913.2
mc00208,Mill Race,"[""Mill Race""]",1,205559.5,221797.2
mc00209,Mill Race,"[""Mill Race""]",1,205649.8,60082.8
mc00210,Mill Pond,"[""Mill Pond""]",1,205685.1,241635.3
mc00211,Mill Leat,"[""Mill Leat""]",1,205855.3,86460.6
mc00212,Mill Pond,"[""Mill Pond""]",1,205968.0,86448.1
mc00213,Mill Race,"[""Mill Race""]",1,206298.9,214580.0
mc00214,Mill Race,"[""Mill Race""]",1,206561.4,79131.1
mc00215,Mill Pond,"[""Mill Pond""]",1,206597.2,81809.5
mc00216,Mill Race,"[""Mill Race""]",1,206603.7,71540.5
mc00217,Clerkenwater Leat,"[""Clerkenwater Leat""]",1,206865.6,68840.7
mc00218,Mill Ponds,"[""Mill Ponds""]",1,206868.2,82399.1
mc00219,Mill Pond,"[""Mill Pond""]",1,206953.3,239206.7
mc00220,Mill Race,"[""Mill Race""]",1,207019.7,239169.0
mc00221,Mill Leat,"[""Mill Leat""]",1,207070.9,82515.9
mc00222,Mill Leat,"[""Mill Leat""]",1,207086.1,80803.6
mc00223,Mill Leat,"[""Mill Leat""]",1,207240.7,89163.3
mc00224,Mill Race,"[""Mill Race""]",1,207248.0,55628.9
mc00225,Mill Race,"[""Mill Race""]",1,207576.1,219834.8
mc00226,Mill Race,"[""Mill Race""]",1,207974.2,60784.7
mc00227,Mill Pond,"[""Mill Pond""]",1,208243.5,199497.1
mc00228,Mill Pond,"[""Mill Pond""]",1,208565.0,227612.3
mc00229,Mill Race,"[""Mill Race""]",1,208628.1,227466.9
mc00230,Mill Race,"[""Mill Race""]",2,208693.4,207950.5
mc00231,Mill Race,"[""Mill Race""]",1,208844.4,76604.7
mc00232,Mill Race,"[""Mill Race""]",1,209126.2,55538.6
mc00233,Mill Race,"[""Mill Race""]",1,209158.3,73035.5
mc00234,Mill Race,"[""Mill Race""]",1,209810.5,217244.9
mc00235,Mill Race,"[""Mill Race""]",1,209841.3,81455.0
mc00236,Mill Race,"[""Mill Race""]",1,210042.2,58004.4
mc00237,Mill Race,"[""Mill Race""]",2,210094.5,214242.3
mc00238,Mill Leat,"[""Mill Leat""]",1,210165.1,91186.0
mc00239,Mill Race,"[""Mill Race""]",1,210173.6,239058.0
mc00240,Mill Pond,"[""Mill Pond""]",1,210233.6,57807.2
mc00241,Mill Race,"[""Mill Race""]",2,210578.2,84081.2
mc00242,Mill Race,"[""Mill Race""]",1,210606.6,65063.6
mc00243,Mill Race,"[""Mill Race""]",1,210670.2,222397.3
mc00244,Mill Race,"[""Mill Race""]",1,210680.5,223401.3
mc00245,Cwm-glôyn Mill Pond,"[""Cwm-gl\u00f4yn Mill Pond""]",1,210829.9,239981.8
mc00246,Mill Pond,"[""Mill Pond""]",1,210837.8,239957.9
mc00247,Mill Race,"[""Mill Race""]",2,210876.0,73006.3
mc00248,Mill Pond Road,"[""Mill Pond Road""]",1,210952.3,214031.5
mc00249,Mill Pond,"[""Mill Pond""]",1,210996.1,83313.3
mc00250,Old Mill Leat,"[""Old Mill Leat""]",1,211018.2,85713.4
mc00251,Mill Pond,"[""Mill Pond""]",2,211354.6,213933.2
mc00252,Mill Race,"[""Mill Race""]",1,211430.0,201259.8
mc00253,Mill Race,"[""Mill Race""]",1,211491.6,210524.3
mc00254,Mill Race,"[""Mill Race""]",1,211498.5,60279.3
mc00255,Mill Race,"[""Mill Race""]",1,211911.7,244677.1
mc00256,Mill Pond,"[""Mill Pond""]",1,212443.2,84997.8
mc00257,Mill Race,"[""Mill Race""]",1,212784.0,57643.0
mc00258,Mill Race,"[""Mill Race""]",1,213031.6,227585.4
mc00259,Mill Race,"[""Mill Race""]",1,213266.7,243821.8
mc00260,Mill Race,"[""Mill Race""]",2,213927.9,214545.4
mc00261,mill race,"[""mill race""]",1,213987.8,236784.1
mc00262,Mill Race,"[""Mill Race""]",1,214400.3,230121.5
mc00263,Mill Race,"[""Mill Race""]",1,214423.8,221882.3
mc00264,Old Mill Leat,"[""Old Mill Leat""]",1,214424.9,96661.5
mc00265,Mill Race,"[""Mill Race""]",1,214426.5,57367.3
mc00266,Mill Race,"[""Mill Race""]",1,214800.8,220740.3
mc00267,Mill Race,"[""Mill Race""]",1,214802.6,54679.2
mc00268,Mill Race,"[""Mill Race""]",2,214876.6,59010.4
mc00269,Mill Race,"[""Mill Race""]",1,215684.5,53199.1
mc00270,Mill Race,"[""Mill Race""]",1,216204.1,235483.0
mc00271,Mill Pond,"[""Mill Pond""]",1,216429.7,234457.2
mc00272,mill race,"[""mill race""]",2,216733.9,236643.0
mc00273,Mill Race,"[""Mill Race""]",1,216983.8,227079.4
mc00274,Mill Race,"[""Mill Race""]",1,217125.6,54522.9
mc00275,Mill Race,"[""Mill Race""]",1,217172.1,58291.7
mc00276,Mill Race,"[""Mill Race""]",1,217260.6,242754.5
mc00277,Old Mill Race,"[""Old Mill Race""]",1,217326.8,207489.4
mc00278,Mill Race,"[""Mill Race""]",3,217360.2,223568.2
mc00279,Mill Race,"[""Mill Race""]",2,217726.3,243705.5
mc00280,Mill Race,"[""Mill Race""]",1,217732.9,326591.8
mc00281,Mill Leat,"[""Mill Leat""]",1,217881.7,97526.0
mc00282,Mill Race,"[""Mill Race""]",1,218299.8,67942.5
mc00283,Mill Leat,"[""Mill Leat""]",1,218333.4,93355.3
mc00284,Mill Leat,"[""Mill Leat""]",1,218343.1,64714.3
mc00285,Mill Race,"[""Mill Race""]",1,218493.4,209825.8
mc00286,Mill Leat,"[""Mill Leat""]",1,218619.9,67526.1
mc00287,Mill Race,"[""Mill Race""]",2,218739.1,247388.7
mc00288,Mill Race,"[""Mill Race""]",2,219120.5,210954.3
mc00289,Mill Race,"[""Mill Race""]",1,219142.7,219438.9
mc00290,Mill Race,"[""Mill Race""]",1,219682.6,215675.7
mc00291,Mill Race,"[""Mill Race""]",1,219898.8,54821.5
mc00292,Mill Race,"[""Mill Race""]",1,220061.9,61283.7
mc00293,Mill Race,"[""Mill Race""]",2,220194.7,56983.8
mc00294,Old Mill Leat,"[""Old Mill Leat""]",1,220258.9,84297.9
mc00295,Mill Leat,"[""Mill Leat""]",1,220296.9,66294.7
mc00296,Mill Race,"[""Mill Race""]",1,220352.3,217004.3
mc00297,Mill Pond,"[""Mill Pond""]",1,220399.5,60939.0
mc00298,Mill Race,"[""Mill Race""]",2,220541.2,229348.8
mc00299,Mill Leat,"[""Mill Leat""]",1,220581.1,67320.1
mc00300,Mill Race,"[""Mill Race""]",1,220629.8,51647.5
mc00301,Old Mill Leat,"[""Old Mill Leat""]",1,220904.6,82612.0
mc00302,Mill Leat,"[""Mill Leat""]",1,221100.2,89351.0
mc00303,Mill Race,"[""Mill Race""]",1,221133.3,242682.8
mc00304,Mill Leat,"[""Mill Leat""]",2,221138.8,111833.6
mc00305,Old Mill Race,"[""Old Mill Race""]",1,221189.8,232835.2
mc00306,Mill Race,"[""Mill Race""]",2,221192.9,237256.9
mc00307,Mill Race,"[""Mill Race""]",2,221222.3,232775.1
mc00308,Mill Leat,"[""Mill Leat""]",1,221240.8,98561.1
mc00309,Mill Pond,"[""Mill Pond""]",1,221589.0,232827.9
mc00310,Mill Race,"[""Mill Race""]",1,221599.9,59301.0
mc00311,Mill Race,"[""Mill Race""]",1,221639.8,62508.9
mc00312,Mill Leat,"[""Mill Leat""]",2,221767.7,117399.2
mc00313,Mill Leat,"[""Mill Leat""]",2,221965.1,80650.4
mc00314,Mill Race,"[""Mill Race""]",1,222071.3,244407.4
mc00315,Mill Race,"[""Mill Race""]",3,222086.4,222417.7
mc00316,Mill Leat,"[""Mill Leat""]",3,222309.9,91598.7
mc00317,Mill Leat,"[""Mill Leat""]",1,222403.5,103024.8
mc00318,Mill Race,"[""Mill Race""]",1,222469.1,232094.3
mc00319,Mill Race,"[""Mill Race""]",1,222520.5,56219.4
mc00320,Old Mill Leat,"[""Old Mill Leat""]",1,222671.0,98454.8
mc00321,Old Mill Pond,"[""Old Mill Pond""]",1,222683.3,98743.5
mc00322,Mill Leat,"[""Mill Leat""]",1,222776.7,105780.8
mc00323,Mill Leat,"[""Mill Leat""]",1,222793.0,101481.4
mc00324,Mill Race,"[""Mill Race""]",1,222794.7,225013.6
mc00325,Mill Leat,"[""Mill Leat""]",1,222809.3,86869.8
mc00326,Mill Race,"[""Mill Race""]",1,222834.4,237878.9
mc00327,Mill Pond,"[""Mill Pond""]",1,223025.5,87045.0
mc00328,Mill Leat,"[""Mill Leat""]",1,223176.1,107581.2
mc00329,Mill Leat,"[""Mill Leat""]",1,223215.7,64991.8
mc00330,Mill Leat,"[""Mill Leat""]",1,223227.6,117183.6
mc00331,Mill Race,"[""Mill Race""]",2,223272.0,247571.7
mc00332,Mill Leat,"[""Mill Leat""]",1,223346.1,122795.8
mc00333,Old Mill Leat,"[""Old Mill Leat""]",1,223373.1,65799.9
mc00334,Mill Pond,"[""Mill Pond""]",1,223530.1,382988.4
mc00335,Mill Leat,"[""Mill Leat""]",1,223573.3,79640.5
mc00336,Mill Race,"[""Mill Race""]",1,223823.0,333097.0
mc00337,Mill Pond,"[""Mill Pond""]",1,223826.7,333495.3
mc00338,Mill Leat,"[""Mill Leat""]",1,223893.3,63824.8
mc00339,Mill Leat,"[""Mill Leat""]",1,223987.5,83528.0
mc00340,Mill Leat,"[""Mill Leat""]",1,224265.3,100468.7
mc00341,Mill Pond,"[""Mill Pond""]",1,224311.6,330146.9
mc00342,Mill Race,"[""Mill Race""]",1,224381.3,238244.6
mc00343,Mill Race,"[""Mill Race""]",1,224439.7,234792.7
mc00344,Mill Race,"[""Mill Race""]",1,224735.4,61564.9
mc00345,Mill Race,"[""Mill Race""]",1,224769.1,213169.9
mc00346,Mill Race,"[""Mill Race""]",2,224890.4,222319.9
mc00347,Mill Race,"[""Mill Race""]",2,224915.9,57812.3
mc00348,Mill Leat,"[""Mill Leat""]",1,224990.4,83193.9
mc00349,mill race,"[""mill race""]",1,224992.3,240844.8
mc00350,Mill Leat,"[""Mill Leat""]",1,225000.6,99638.9
mc00351,Mill Pool (Tidal),"[""Mill Pool (Tidal)""]",1,225059.8,53808.7
mc00352,Mill Leat,"[""Mill Leat""]",1,225095.4,124739.9
mc00353,Mill Race,"[""Mill Race""]",1,225379.1,226148.2
mc00354,Mill Race,"[""Mill Race""]",1,225572.9,214216.0
mc00355,Mill Race,"[""Mill Race""]",1,225748.0,62453.6
mc00356,Mill Race,"[""Mill Race""]",1,225951.2,212994.3
mc00357,Old Mill Leat,"[""Old Mill Leat""]",1,226113.0,82776.2
mc00358,Mill Race,"[""Mill Race""]",1,226197.7,227894.3
mc00359,Mill Pond,"[""Mill Pond""]",1,226274.7,69052.6
mc00360,Mill Leat,"[""Mill Leat""]",3,226408.7,86560.6
mc00361,Mill Leat,"[""Mill Leat""]",1,226467.6,65429.9
mc00362,Mill Race,"[""Mill Race""]",2,226500.5,222268.6
mc00363,Mill Race,"[""Mill Race""]",1,226533.7,209760.7
mc00364,Mill Race,"[""Mill Race""]",1,226782.2,220451.9
mc00365,Mill Race,"[""Mill Race""]",1,227117.4,76163.7
mc00366,Mill Race,"[""Mill Race""]",1,227127.7,218845.2
mc00367,Mill Race,"[""Mill Race""]",1,227297.9,223970.7
mc00368,Mill Race,"[""Mill Race""]",1,227364.1,330558.8
mc00369,Mill Pond,"[""Mill Pond""]",1,227505.6,124787.4
mc00370,Mill Race,"[""Mill Race""]",1,227518.5,230212.7
mc00371,Mill Leat,"[""Mill Leat""]",2,227549.2,63008.7
mc00372,Mill Leat,"[""Mill Leat""]",1,227653.1,103747.2
mc00373,Mill Ponds,"[""Mill Ponds""]",1,227694.4,336319.9
mc00374,Mill Race,"[""Mill Race""]",1,227710.6,235866.3
mc00375,Mill Leat,"[""Mill Leat""]",1,227751.1,124782.2
mc00376,Mill Race,"[""Mill Race""]",1,228015.2,74962.8
mc00377,Mill Leat,"[""Mill Leat""]",1,228195.8,106291.3
mc00378,Mill Leat,"[""Mill Leat""]",1,228276.4,107288.7
mc00379,Mill Pond,"[""Mill Pond""]",1,228694.5,84634.6
mc00380,Mill Race,"[""Mill Race""]",1,228709.2,242937.0
mc00381,Mill Race,"[""Mill Race""]",1,228740.1,216658.4
mc00382,Mill Leat,"[""Mill Leat""]",1,228818.3,108660.4
mc00383,old mill leat,"[""old mill leat""]",1,228948.8,87511.8
mc00384,Mill Leat,"[""Mill Leat""]",1,228969.6,80966.3
mc00385,Mill Race,"[""Mill Race""]",1,229042.4,219136.5
mc00386,Mill Leat,"[""Mill Leat""]",2,229079.5,84833.7
mc00387,Mill Pond,"[""Mill Pond""]",1,229134.1,331697.6
mc00388,Mill Race,"[""Mill Race""]",3,229352.2,234903.2
mc00389,Mill Race,"[""Mill Race""]",1,229458.3,71372.0
mc00390,Mill Pond,"[""Mill Pond""]",1,229597.2,71358.4
mc00391,Mill Leat,"[""Mill Leat""]",1,229597.5,66360.1
mc00392,Mill Race,"[""Mill Race""]",2,229657.3,221176.0
mc00393,Mill Race,"[""Mill Race""]",2,229701.8,73209.9
mc00394,Mill Leat,"[""Mill Leat""]",1,229780.2,110261.5
mc00395,Mill Race,"[""Mill Race""]",1,229921.7,236373.1
